True_Label,MC_Dropout_Probability,MC_Dropout_Platt_Scaling,MC_Dropout_Isotonic_Regression
0.0,0.03171035647392273,0.04334721788559921,0.02500000037252903
0.0,0.01671139895915985,0.03898971010719983,0.007610349915921688
0.0,0.012666466645896435,0.03788844505729251,0.006849315017461777
0.0,0.04308323934674263,0.04695734669991209,0.05116279050707817
0.0,0.03087710775434971,0.04309339390543494,0.024449877440929413
0.0,0.032921191304922104,0.04371860731997513,0.02500000037252903
0.0,0.3149966895580292,0.26749333086348276,0.3535911738872528
0.0,0.10627711564302444,0.0727695714705865,0.12678936123847961
0.0,0.018360400572419167,0.03944742185497405,0.007610349915921688
0.0,0.021656887605786324,0.04037791546152204,0.018691588193178177
0.0,0.01315145380795002,0.038018893527768306,0.007610349915921688
0.0,0.207728311419487,0.1421474829961165,0.21132075786590576
0.0,0.0724191889166832,0.05763201534263114,0.05116279050707817
0.0,0.021042874082922935,0.04020301989446079,0.018691588193178177
0.0,0.019787071272730827,0.039847574845196444,0.007610349915921688
0.0,0.012507285922765732,0.037845723529892385,0.006849315017461777
0.0,0.02115706354379654,0.04023549058018982,0.018691588193178177
0.0,0.10179097950458527,0.07057099492065268,0.08130080997943878
1.0,0.41163870692253113,0.42666590567118345,0.5062500238418579
0.0,0.05092230439186096,0.04961029459366719,0.05116279050707817
0.0,0.10465487837791443,0.07196734961451594,0.12678936123847961
1.0,0.8517278432846069,0.9500947703848724,0.9428571462631226
0.0,0.011947260238230228,0.03769578921703572,0.006849315017461777
0.0,0.08697903901338577,0.06374107392628721,0.08130080997943878
0.0,0.21169763803482056,0.14575048905516771,0.21132075786590576
0.0,0.06304077059030533,0.05399259757059654,0.05116279050707817
0.0,0.016740137711167336,0.03899764329505979,0.007610349915921688
0.0,0.07309175282716751,0.057901683259719706,0.05116279050707817
0.0,0.03664395958185196,0.04487957048850598,0.029702970758080482
0.0,0.016014324501156807,0.038797759811946456,0.007610349915921688
0.0,0.09965285658836365,0.06954487510718146,0.08130080997943878
0.0,0.006858147215098143,0.03635921106719252,0.005093378480523825
0.0,0.06345941871404648,0.05415033499089435,0.05116279050707817
